Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
2014,Spring,ENGR,M E,335,FLUID FLOW,167,6,4
2015,Summer,ENGR,M E,335,FLUID FLOW,20,2,10
2015,Fall,ENGR,M E,335,FLUID FLOW,193,20,10
2015,Spring,ENGR,M E,335,FLUID FLOW,176,11,6
2016,Summer,ENGR,M E,335,FLUID FLOW,22,1,5
2016,Fall,ENGR,M E,335,FLUID FLOW,192,28,15
2016,Spring,ENGR,M E,335,FLUID FLOW,208,14,7
2017,Summer,ENGR,M E,335,FLUID FLOW,22,0,0
2017,Fall,ENGR,M E,335,FLUID FLOW,204,12,6
2017,Spring,ENGR,M E,335,FLUID FLOW,225,10,4
2018,Summer,ENGR,M E,335,FLUID FLOW,22,2,9
2018,Spring,ENGR,M E,335,FLUID FLOW,237,8,3
2018,Summer,ENGR,M E,345,ENGINEERNG DYNAMICS,2,1,50
2018,Spring,ENGR,M E,345,ENGINEERNG DYNAMICS,2,1,50
2003,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,97,20,21
2004,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,122,23,19
2004,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,110,11,10
2005,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,109,5,5
2005,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,114,12,11
2006,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,107,22,21
2006,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,108,18,17
2007,Summer,ENGR,M E,370,MEASURMTS&INSTRUMTN,15,2,13
2007,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,83,9,11
2007,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,119,21,18
2008,Summer,ENGR,M E,370,MEASURMTS&INSTRUMTN,13,1,8
2008,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,88,17,19
2008,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,98,5,5
2009,Summer,ENGR,M E,370,MEASURMTS&INSTRUMTN,19,2,11
2009,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,96,8,8
2009,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,113,10,9
2010,Summer,ENGR,M E,370,MEASURMTS&INSTRUMTN,19,2,11
2010,Fall,ENGR,M E,370,MEASURMTS&INSTRUMTN,74,8,11
2010,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,130,7,5
2011,Summer,ENGR,M E,370,MEASURMTS&INSTRUMTN,14,0,0
2011,Fall,ENGR,M E,370,ENGINRNG MEASUREMTS,112,1,1
2011,Spring,ENGR,M E,370,MEASURMTS&INSTRUMTN,131,17,13
2012,Summer,ENGR,M E,370,ENGINRNG MEASUREMTS,13,0,0
2012,Fall,ENGR,M E,370,ENGINRNG MEASUREMTS,122,12,10
2012,Spring,ENGR,M E,370,ENGINRNG MEASUREMTS,158,21,13
2013,Summer,ENGR,M E,370,ENGINRNG MEASUREMTS,13,1,8
2013,Fall,ENGR,M E,370,ENGINRNG MEASUREMTS,116,11,9
2013,Spring,ENGR,M E,370,ENGINRNG MEASUREMTS,175,22,13
2014,Summer,ENGR,M E,370,ENGINRNG MEASUREMTS,7,1,14
2014,Fall,ENGR,M E,370,ENGINRNG MEASUREMTS,154,0,0
2014,Spring,ENGR,M E,370,ENGINRNG MEASUREMTS,165,14,8
2015,Summer,ENGR,M E,370,ENGINRNG MEASUREMTS,14,0,0
2015,Fall,ENGR,M E,370,ENGINRNG MEASUREMTS,180,3,2
2015,Spring,ENGR,M E,370,ENGINRNG MEASUREMTS,207,0,0
2016,Summer,ENGR,M E,370,ENGINRNG MEASUREMTS,5,0,0
2016,Fall,ENGR,M E,370,ENGINRNG MEASUREMTS,206,7,3
2016,Spring,ENGR,M E,370,ENGINRNG MEASUREMTS,227,23,10
2017,Summer,ENGR,M E,370,ENGINRNG MEASUREMTS,13,2,15
2017,Fall,ENGR,M E,370,ENGINRNG MEASUREMTS,196,7,4
2017,Spring,ENGR,M E,370,ENGINRNG MEASUREMTS,221,4,2
2018,Summer,ENGR,M E,370,ENGINRNG MEASUREMTS,13,1,8
2018,Spring,ENGR,M E,370,ENGINRNG MEASUREMTS,236,16,7
2008,Fall,ENGR,M E,388,SUSTNBL E&INT'L DEV,3,0,0
2009,Fall,ENGR,M E,388,SUSTNBL E&INT'L DEV,16,0,0
2010,Fall,ENGR,M E,388,SUSTNBL E&INT'L DEV,19,1,5
2005,Fall,ENGR,M E,388X,SUSTNBL E&INT'L DEV,15,2,13
2006,Fall,ENGR,M E,388X,SUSTNBL E&INT'L DEV,9,1,11
2008,Summer,ENGR,M E,389X,APP MTHDS SUSTNBL E,7,0,0
2009,Summer,ENGR,M E,389X,APP MTHDS SUSTNBL E,8,0,0
2010,Summer,ENGR,M E,389X,APP MTHDS SUSTNBL E,8,0,0
2014,Spring,ENGR,M E,401X,HM-CTR DS:PREDEPART,8,0,0
2015,Spring,ENGR,M E,401X,HM-CTR DSN:PREDEPAR,7,1,14
2016,Spring,ENGR,M E,401X,HM-CTR DSN:PREDEPAR,10,0,0
2017,Spring,ENGR,M E,401X,HM-CTR DSN:PREDEPAR,12,2,17
2018,Spring,ENGR,M E,401X,HM-CTR DSN:PREDEPAR,10,0,0
2014,Summer,ENGR,M E,402X,FLD ENG:HUM-CTR DSN,9,0,0
2015,Summer,ENGR,M E,402X,FLD ENG:HUM-CTR DSN,5,0,0
2016,Summer,ENGR,M E,402X,FLD ENG:HUM-CTR DSN,10,0,0
2017,Summer,ENGR,M E,402X,FLD ENG:HUM-CTR DSN,10,0,0
2004,Spring,ENGR,M E,410,M E APPL MECHATRONC,22,1,5
2005,Spring,ENGR,M E,410,M E APPL MECHATRONC,26,2,8
2006,Spring,ENGR,M E,410,M E APPL MECHATRONC,15,0,0
2007,Spring,ENGR,M E,410,M E APPL MECHATRONC,16,2,13
2008,Spring,ENGR,M E,410,M E APPL MECHATRONC,19,0,0
2009,Spring,ENGR,M E,410,M E APPL MECHATRONC,18,0,0
2010,Spring,ENGR,M E,410,M E APPL MECHATRONC,22,0,0
2016,Spring,ENGR,M E,410,M E APPL MECHATRONC,27,0,0
2003,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,12,0,0
2004,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,15,1,7
2005,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,19,2,11
2006,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,12,1,8
2007,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,11,2,18
2008,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,12,2,17
2009,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,12,2,17
2010,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,9,0,0
2011,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,15,2,13
2012,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,8,1,13
2013,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,12,2,17
2014,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,7,0,0
2015,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,8,0,0
2016,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,11,0,0
2017,Fall,ENGR,M E,411,AUTOMATIC CONTROLS,8,1,13
2003,Fall,ENGR,M E,412,LEGAL&ENVIR IN DSGN,55,2,4
2007,Fall,ENGR,M E,412,LEGAL&ENVIR IN DSGN,11,0,0
2008,Fall,ENGR,M E,412,LEGAL&ENVIR IN DSGN,30,2,7
2009,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,40,3,8
2010,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,32,2,6
2011,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,37,0,0
2012,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,43,0,0
2013,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,42,5,12
2014,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,37,1,3
2015,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,41,3,7
2016,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,46,3,7
2017,Fall,ENGR,M E,412,ETHCL RSPNSBLT ENGR,49,0,0
2003,Fall,ENGR,M E,413,FLUID POWR CIRCUITS,7,0,0
2005,Fall,ENGR,M E,413,FLUID POWER ENGR,4,1,25
2006,Fall,ENGR,M E,413,FLUID POWER ENGR,1,0,0
2007,Fall,ENGR,M E,413,FLUID POWER ENGR,10,0,0
2008,Fall,ENGR,M E,413,FLUID POWER ENGR,11,0,0
2009,Fall,ENGR,M E,413,FLUID POWER ENGR,7,0,0
2010,Fall,ENGR,M E,413,FLUID POWER ENGR,21,0,0
2011,Fall,ENGR,M E,413,FLUID POWER ENGR,12,1,8
2012,Fall,ENGR,M E,413,FLUID POWER ENGR,24,2,8
2013,Fall,ENGR,M E,413,FLUID POWER ENGR,29,0,0
2014,Fall,ENGR,M E,413,FLUID POWER ENGR,21,1,5
2015,Fall,ENGR,M E,413,FLUID POWER ENGR,20,1,5
2016,Fall,ENGR,M E,413,FLUID POWER ENGR,31,5,16
2017,Fall,ENGR,M E,413,FLUID POWER ENGR,27,1,4
2003,Fall,ENGR,M E,414,HYDRAU SYS &CONTROL,38,2,5
2005,Spring,ENGR,M E,414,HYDRAU SYS &CONTROL,12,1,8
2006,Fall,ENGR,M E,414,HYDRAU SYS &CONTROL,35,1,3
2006,Spring,ENGR,M E,414,HYDRAU SYS &CONTROL,13,0,0
2008,Spring,ENGR,M E,414,HYDRAU SYS &CONTROL,18,1,6
2009,Spring,ENGR,M E,414,HYDRAU SYS &CONTROL,22,0,0
2003,Fall,ENGR,M E,415,MECHANICAL SYST DSN,56,2,4
2004,Fall,ENGR,M E,415,MECHANICAL SYST DSN,54,1,2
2004,Spring,ENGR,M E,415,MECHANICAL SYST DSN,72,1,1
2005,Summer,ENGR,M E,415,MECHANICAL SYST DSN,23,3,13
2005,Fall,ENGR,M E,415,MECHANICAL SYST DSN,51,1,2
2005,Spring,ENGR,M E,415,MECHANICAL SYST DSN,84,0,0
2006,Fall,ENGR,M E,415,MECHANICAL SYST DSN,69,0,0
2006,Spring,ENGR,M E,415,MECHANICAL SYST DSN,75,0,0
2007,Fall,ENGR,M E,415,MECHANICAL SYST DSN,67,0,0
2007,Spring,ENGR,M E,415,MECHANICAL SYST DSN,70,1,1
2008,Fall,ENGR,M E,415,MECHANICAL SYST DSN,65,0,0
2008,Spring,ENGR,M E,415,MECHANICAL SYST DSN,94,0,0
2009,Fall,ENGR,M E,415,MECHANICAL SYST DSN,81,0,0
2009,Spring,ENGR,M E,415,MECHANICAL SYST DSN,86,0,0
2010,Fall,ENGR,M E,415,MECHANICAL SYST DSN,83,0,0
2010,Spring,ENGR,M E,415,MECHANICAL SYST DSN,91,0,0
2011,Fall,ENGR,M E,415,MECHANICAL SYST DSN,88,0,0
2011,Spring,ENGR,M E,415,MECHANICAL SYST DSN,64,0,0
2012,Fall,ENGR,M E,415,MECHANICAL SYST DSN,78,0,0
2012,Spring,ENGR,M E,415,MECHANICAL SYST DSN,108,0,0
2013,Fall,ENGR,M E,415,MECHANICAL SYST DSN,111,1,1
2013,Spring,ENGR,M E,415,MECHANICAL SYST DSN,119,0,0
2014,Fall,ENGR,M E,415,MECHANICAL SYST DSN,105,1,1
2014,Spring,ENGR,M E,415,MECHANICAL SYST DSN,131,1,1
2015,Fall,ENGR,M E,415,MECHANICAL SYST DSN,104,0,0
2015,Spring,ENGR,M E,415,MECHANICAL SYST DSN,153,0,0
2016,Fall,ENGR,M E,415,MECHANICAL SYST DSN,135,1,1
2016,Spring,ENGR,M E,415,MECHANICAL SYST DSN,175,0,0
2017,Fall,ENGR,M E,415,MECHANICAL SYST DSN,183,1,1
2017,Spring,ENGR,M E,415,MECHANICAL SYST DSN,202,0,0
2018,Spring,ENGR,M E,415,MECHANICAL SYST DSN,204,1,0
2016,Spring,ENGR,M E,416X,MECHANISM DESIGN&AN,9,0,0
2017,Spring,ENGR,M E,416X,MECHANISM DESIGN&AN,5,1,20
2018,Spring,ENGR,M E,416X,MECHNISM DSIGN&ANLY,24,1,4
2004,Spring,ENGR,M E,417,ADV MACHINE DSIGN I,42,1,2
2005,Spring,ENGR,M E,417,ADV MACHINE DSIGN I,36,0,0
2006,Spring,ENGR,M E,417,ADV MACHINE DSIGN I,40,0,0
2007,Spring,ENGR,M E,417,ADV MACHINE DSIGN I,29,0,0
2008,Spring,ENGR,M E,417,ADV MACHINE DSIGN I,30,1,3
2009,Spring,ENGR,M E,417,ADV MACHINE DSIGN I,36,0,0
2010,Spring,ENGR,M E,417,ADV MACHINE DESIGN,25,2,8
2011,Spring,ENGR,M E,417,ADV MACHINE DESIGN,18,0,0
2012,Spring,ENGR,M E,417,ADV MACHINE DESIGN,21,0,0
2013,Spring,ENGR,M E,417,ADV MACHINE DESIGN,18,3,17
2014,Spring,ENGR,M E,417,ADV MACHINE DESIGN,29,3,10
2015,Spring,ENGR,M E,417,ADV MACHINE DESIGN,20,0,0
2016,Spring,ENGR,M E,417,ADV MACHINE DESIGN,17,0,0
2017,Spring,ENGR,M E,417,ADV MACHINE DESIGN,18,1,6
2018,Spring,ENGR,M E,417,ADV MACHINE DESIGN,15,1,7
2004,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,26,3,12
2006,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,14,2,14
2007,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,12,2,17
2008,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,15,1,7
2009,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,24,12,50
2010,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,17,4,24
2011,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,15,1,7
2012,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,15,3,20
2013,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,17,2,12
2014,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,26,2,8
2015,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,31,4,13
2016,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,15,1,7
2017,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,28,3,11
2018,Spring,ENGR,M E,418,MECH CONSID ROBOTCS,30,0,0
2003,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,18,0,0
2004,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,19,2,11
2006,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,11,0,0
2007,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,16,1,6
2008,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,30,0,0
2009,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,27,4,15
2010,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,33,1,3
2011,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,31,2,6
2012,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,37,1,3
2013,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,37,1,3
2014,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,39,0,0
2015,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,39,1,3
2016,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,40,2,5
2016,Spring,ENGR,M E,419,COMPUTER-AIDED DSGN,38,1,3
2017,Fall,ENGR,M E,419,COMPUTER-AIDED DSGN,37,0,0
2017,Spring,ENGR,M E,419,COMPUTER-AIDED DSGN,40,1,3
2018,Spring,ENGR,M E,419,COMPUTER-AIDED DSGN,36,0,0
2003,Fall,ENGR,M E,421,MECH SYST & CONTROL,87,5,6
2004,Fall,ENGR,M E,421,MECH SYST & CONTROL,75,5,7
2004,Spring,ENGR,M E,421,MECH SYST & CONTROL,113,8,7
2005,Fall,ENGR,M E,421,MECH SYST & CONTROL,86,13,15
2005,Spring,ENGR,M E,421,MECH SYST & CONTROL,133,12,9
2006,Summer,ENGR,M E,421,MECH SYST & CONTROL,27,2,7
2006,Fall,ENGR,M E,421,MECH SYST & CONTROL,79,13,16
2006,Spring,ENGR,M E,421,MECH SYST & CONTROL,124,8,6
2007,Summer,ENGR,M E,421,MECH SYST & CONTROL,20,2,10
2007,Fall,ENGR,M E,421,MECH SYST & CONTROL,82,3,4
2007,Spring,ENGR,M E,421,MECH SYST & CONTROL,111,4,4
2008,Summer,ENGR,M E,421,MECH SYST & CONTROL,27,1,4
2008,Fall,ENGR,M E,421,MECH SYST & CONTROL,79,6,8
2008,Spring,ENGR,M E,421,MECH SYST & CONTROL,92,11,12
2009,Summer,ENGR,M E,421,MECH SYST & CONTROL,29,0,0
2009,Fall,ENGR,M E,421,MECH SYST & CONTROL,87,17,20
2009,Spring,ENGR,M E,421,MECH SYST & CONTROL,104,23,22
2010,Summer,ENGR,M E,421,MECH SYST & CONTROL,33,0,0
2010,Fall,ENGR,M E,421,MECH SYST & CONTROL,88,5,6
2010,Spring,ENGR,M E,421,MECH SYST & CONTROL,123,8,7
2011,Summer,ENGR,M E,421,MECH SYST & CONTROL,24,0,0
2011,Fall,ENGR,M E,421,SYST DYNAM &CONTROL,90,6,7
2011,Spring,ENGR,M E,421,MECH SYST & CONTROL,92,6,7
2012,Summer,ENGR,M E,421,SYST DYNAM &CONTROL,27,0,0
2012,Fall,ENGR,M E,421,SYST DYNAM &CONTROL,112,17,15
2012,Spring,ENGR,M E,421,SYST DYNAM &CONTROL,125,13,10
2013,Summer,ENGR,M E,421,SYST DYNAM &CONTROL,41,1,2
2013,Fall,ENGR,M E,421,SYST DYNAM &CONTROL,150,13,9
2013,Spring,ENGR,M E,421,SYST DYNAM &CONTROL,130,3,2
2014,Summer,ENGR,M E,421,SYST DYNAM &CONTROL,26,0,0
2014,Fall,ENGR,M E,421,SYST DYNAM &CONTROL,147,14,10
2014,Spring,ENGR,M E,421,SYST DYNAM &CONTROL,127,1,1
2015,Summer,ENGR,M E,421,SYST DYNAM &CONTROL,35,2,6
2015,Fall,ENGR,M E,421,SYST DYNAM &CONTROL,162,10,6
2015,Spring,ENGR,M E,421,SYST DYNAM &CONTROL,160,11,7
2016,Summer,ENGR,M E,421,SYST DYNAM &CONTROL,29,1,3
2016,Fall,ENGR,M E,421,SYST DYNAM &CONTROL,209,14,7
2016,Spring,ENGR,M E,421,SYST DYNAM &CONTROL,187,9,5
2017,Summer,ENGR,M E,421,SYST DYNAM &CONTROL,32,1,3
2017,Fall,ENGR,M E,421,SYST DYNAM &CONTROL,219,15,7
2017,Spring,ENGR,M E,421,SYST DYNAM &CONTROL,207,9,4
2018,Summer,ENGR,M E,421,SYST DYNAM &CONTROL,28,1,4
2018,Spring,ENGR,M E,421,SYST DYNAM &CONTROL,203,3,1
2009,Fall,ENGR,M E,423,CREATVTY & IMAGNATN,34,0,0
2011,Fall,ENGR,M E,423,CREATVTY & IMAGNATN,25,0,0
2012,Fall,ENGR,M E,423,CREATVTY & IMAGNATN,29,2,7
2013,Fall,ENGR,M E,423,CREATVTY & IMAGNATN,33,0,0
2007,Spring,ENGR,M E,423X,CREATVTY & IMAGNATN,77,4,5
2008,Spring,ENGR,M E,423X,CREATVTY & IMAGNATN,47,1,2
2013,Fall,ENGR,M E,424X,DSGN FOR MANUFCBLTY,19,1,5
2005,Spring,ENGR,M E,425,MECHAN SYS OPTIMIZA,7,0,0
2006,Spring,ENGR,M E,425,MECHAN SYS OPTIMIZA,4,0,0
2007,Spring,ENGR,M E,425,MECHAN SYS OPTIMIZA,3,1,33
2008,Spring,ENGR,M E,425,MECHAN SYS OPTIMIZA,10,0,0
2009,Spring,ENGR,M E,425,MECHAN SYS OPTIMIZA,3,0,0
2010,Spring,ENGR,M E,425,OPTMZ MTHD CPLX DSN,22,3,14
2011,Spring,ENGR,M E,425,OPTMZ MTHD CPLX DSN,10,3,30
2012,Spring,ENGR,M E,425,OPTMZ MTHD CPLX DSN,19,1,5
2013,Spring,ENGR,M E,425,OPTMZ MTHD CPLX DSN,18,2,11
2014,Fall,ENGR,M E,425,OPTMZ MTHD CPLX DSN,16,8,50
2015,Fall,ENGR,M E,425,OPTMZ MTHD CPLX DSN,30,3,10
2017,Fall,ENGR,M E,425,OPTMZ MTHD CPLX DSN,21,2,10
2017,Spring,ENGR,M E,427X,VEHI DYN&SUSPEN DSN,15,0,0
2018,Spring,ENGR,M E,427X,VEHI DYN&SUSPEN DSN,47,1,2
2004,Fall,ENGR,M E,428X,ANALY&DSN MECHANSMS,17,1,6
2005,Fall,ENGR,M E,428X,ANALY&DSN MECHANSMS,23,5,22
2006,Fall,ENGR,M E,431,NUCLR RAD THRY &ENG,11,0,0
2007,Fall,ENGR,M E,431,NUCLR RAD THRY &ENG,15,0,0
2008,Fall,ENGR,M E,431,NUCLR RAD THRY &ENG,25,2,8
2003,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,76,2,3
2004,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,95,2,2
2005,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,99,4,4
2006,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,94,8,9
2007,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,93,11,12
2008,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,93,3,3
2009,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,96,6,6
2010,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,106,5,5
2011,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,112,10,9
2012,Fall,ENGR,M E,433,ALTERN ENRGY CONVRS,84,10,12
2013,Fall,ENGR,M E,433,ALTERNATIVE ENERGY,137,9,7
2014,Fall,ENGR,M E,433,ALTERNATIVE ENERGY,123,8,7
2015,Fall,ENGR,M E,433,ALTERNATIVE ENERGY,110,10,9
2016,Fall,ENGR,M E,433,ALTERNATIVE ENERGY,130,14,11
2017,Fall,ENGR,M E,433,ALTERNATIVE ENERGY,137,16,12
2003,Fall,ENGR,M E,436,HEAT TRANSFER,114,7,6
2004,Fall,ENGR,M E,436,HEAT TRANSFER,109,2,2
2004,Spring,ENGR,M E,436,HEAT TRANSFER,88,1,1
2005,Summer,ENGR,M E,436,HEAT TRANSFER,14,1,7
2005,Fall,ENGR,M E,436,HEAT TRANSFER,98,5,5
2005,Spring,ENGR,M E,436,HEAT TRANSFER,107,10,9
2006,Summer,ENGR,M E,436,HEAT TRANSFER,20,1,5
2006,Fall,ENGR,M E,436,HEAT TRANSFER,107,12,11
2006,Spring,ENGR,M E,436,HEAT TRANSFER,116,12,10
2007,Summer,ENGR,M E,436,HEAT TRANSFER,22,0,0
2007,Fall,ENGR,M E,436,HEAT TRANSFER,91,11,12
2007,Spring,ENGR,M E,436,HEAT TRANSFER,94,7,7
2008,Summer,ENGR,M E,436,HEAT TRANSFER,21,0,0
2008,Fall,ENGR,M E,436,HEAT TRANSFER,71,10,14
2008,Spring,ENGR,M E,436,HEAT TRANSFER,97,3,3
2009,Summer,ENGR,M E,436,HEAT TRANSFER,35,4,11
2009,Fall,ENGR,M E,436,HEAT TRANSFER,97,4,4
2009,Spring,ENGR,M E,436,HEAT TRANSFER,115,25,22
2010,Summer,ENGR,M E,436,HEAT TRANSFER,26,0,0
2010,Fall,ENGR,M E,436,HEAT TRANSFER,104,6,6
2010,Spring,ENGR,M E,436,HEAT TRANSFER,116,13,11
2011,Summer,ENGR,M E,436,HEAT TRANSFER,19,0,0
2011,Fall,ENGR,M E,436,HEAT TRANSFER,86,5,6
2011,Spring,ENGR,M E,436,HEAT TRANSFER,110,8,7
2012,Summer,ENGR,M E,436,HEAT TRANSFER,32,4,13
2012,Fall,ENGR,M E,436,HEAT TRANSFER,118,8,7
2012,Spring,ENGR,M E,436,HEAT TRANSFER,112,5,4
2013,Summer,ENGR,M E,436,HEAT TRANSFER,36,5,14
2013,Fall,ENGR,M E,436,HEAT TRANSFER,131,6,5
2013,Spring,ENGR,M E,436,HEAT TRANSFER,138,5,4
2014,Summer,ENGR,M E,436,HEAT TRANSFER,34,0,0
2014,Fall,ENGR,M E,436,HEAT TRANSFER,153,9,6
2014,Spring,ENGR,M E,436,HEAT TRANSFER,146,10,7
2015,Summer,ENGR,M E,436,HEAT TRANSFER,39,6,15
2015,Fall,ENGR,M E,436,HEAT TRANSFER,152,14,9
2015,Spring,ENGR,M E,436,HEAT TRANSFER,151,11,7
2016,Summer,ENGR,M E,436,HEAT TRANSFER,37,1,3
2016,Fall,ENGR,M E,436,HEAT TRANSFER,198,18,9
2016,Spring,ENGR,M E,436,HEAT TRANSFER,194,18,9
2017,Summer,ENGR,M E,436,HEAT TRANSFER,36,2,6
2017,Fall,ENGR,M E,436,HEAT TRANSFER,217,22,10
2017,Spring,ENGR,M E,436,HEAT TRANSFER,219,12,5
2018,Summer,ENGR,M E,436,HEAT TRANSFER,34,4,12
2018,Spring,ENGR,M E,436,HEAT TRANSFER,235,48,20
2014,Spring,ENGR,M E,437,INTRO COMBUSTN ENGR,52,8,15
2015,Spring,ENGR,M E,437,INTRO COMBUSTN ENGR,31,8,26
2016,Spring,ENGR,M E,437,INTRO COMBUSTN ENGR,28,4,14
2017,Spring,ENGR,M E,437,INTRO COMBUSTN ENGR,28,3,11
2018,Spring,ENGR,M E,437,INTRO COMBUSTN ENGR,34,3,9
2012,Spring,ENGR,M E,437X,INTRO COMBUSTN ENGR,34,7,21
2013,Spring,ENGR,M E,437X,INTRO COMBUSTN ENGR,31,1,3
2014,Spring,ENGR,M E,439X,INTR NANOSC HEAT TR,2,0,0
2003,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",39,5,13
2004,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",44,3,7
2005,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",35,4,11
2006,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",30,0,0
2007,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",32,3,9
2008,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",35,4,11
2009,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",37,1,3
2010,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",38,3,8
2011,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",36,2,6
2012,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",35,1,3
2013,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",38,1,3
2014,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",36,5,14
2015,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",36,2,6
2016,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",35,5,14
2017,Fall,ENGR,M E,441,"FUND HEAT,VENT,AIR",37,1,3
2004,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,18,1,6
2005,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,20,0,0
2006,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,20,0,0
2007,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,13,0,0
2008,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,17,0,0
2009,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,17,0,0
2010,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,16,0,0
2011,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,23,0,0
2012,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,18,0,0
2013,Spring,ENGR,M E,442,HEAT&AIR COND DSIGN,25,0,0
